PageNo,Text
195,"['185-2', 'Non.16th Beally seems to he no end of de', 'n partiness lip Jenny to leave this week!', 'Because she cannot happy here. If she', 'be', 'me', 'can find no pleasure in her work if', 'her heart he not in it, is is perhaps', 'is', 'best she should so.', 'A', 'A', '17th But it seems Miss T. has changed her', 'd,', 'mind since yester day, & cm cluded not', 'hit', 'to go. l hope her decision, & facing the in', 'it', 'portant step she took, will have agood', 'influence', 'in', 'making', 'her', 'more', 'conlented', '-', 'here. There will be plenty of gassip in the', 'the foreign community about it Art they h', 'is gossip anybow. anniversary of am sailing its', 'e 18th M mine girls are near my heart y', 'if l can keep them & be free to import', 'with', 'foreign ideas without their', 'to', 'mising', 'them', 'foreign', 'pomentowery', 'as', 'shall do well. l', 'They are so apt to take fight at any -', 'is', 'new thing and cry out ""they \'ll take them', 'i', 'to', 'a', 'foreign country for slaves""! and this', '4', 'liave.', 'I', 'save', 'the', 'of', 'du', 'are', 'to', 'd', 'the', 'ay', 'firstion', 'I', 'ten foreign figures with the elimise', '84', 'names.']"
196,"['Noo.loth A letter from brother Green in which', 'he complains of gre at coldness of heart-great', 'l', 'spiritual deadnep. ls he the only one of the', 'to', 'family who will', 'remember me Am l', 'N', 'indu d given up as and last to them? well,', 's', 'when I gave them up is was am entire', 'a', 'resignation my happinep does notele', 'to', 'pend so much upon them as sif with then', 't', 'it is hard, though, to be willing to be blotted', 'l', 'from the remembrance of those near and', 'G', 'dear to us. My great grief is my am self.', 'or', 'll Lod of missions! for athe not they labours', 'la', 'have - what can me do without Thue!', '&', 'Nerdl. Bro. Cabanings & wife we hope some to', '2', 'have with us. As one goes another comes,', 'b', 'and thus it is. May the Pod of missions be', 'R', 'be with & support the new comes.', 'to', 'Nov. 2.2.mant early to tro. shucks-holped to', 'to', 'finish the packing upp about tho 0 elock', 'Abst', 'h', 'with him off to the slip. n unit in the mission', 'd', 'boat and as there was considerable wind', 'W', 'what was difficult to m grago - ias an', 'the', 'I', 'bank then against the slipp, throwing', 'm', 'a boatman webhard. The man in the river 81']"
197,"['96', 'eh', 'caught the rope thrown and was', 'to him', 'freat', 'bauled thra ds the boat. He was not yet to', 'the boat when he evil out he must have', 'more cash for that! ""The ruling passion', 'strong in death"" showned itself. me helped', 'arrange the things. - had some parting chat', 'then bode a final adrew to the stricken', 'family. it is sad to see missimaries', 'having the field more so a', 'but with', 'broken heart an import babe with no', 'one to care for it. May our great sad for', 'low them.', ""25th wathed out this evening it's am a flay"", 'maring from one of am mealthing neigh', 'bns houses. The door was crownded & many', 'sedans sat along the tried', 'to see what mas going on method only', 'hall was lighter up with many can', 'people moving about 7 busy The an eistral', 'wealthy man. Children are fautting gold,', 'dles. officious also were Theading A very', 'dilner & costly anay am into his coffine -poor', 'man!']"
198,"['26th Long walk, making several calls du', 'ring the of day ln the afternoon at the pray', 'M', 'be', 'enmecting our female meetings are apparently', 'I', 'increasing in m interest. Line flues yet', 'how little I accomplish I must arouse. !', 'A', 'Non.27th school increased to thirtuen. Feiar', 'C', 'I do not discharge my duty from a back', '&', 'avan drugs to talk chinese. it is so difficult', 'The', 'to overcome this fuling To what extent and', 'm', 'responsible for those children? June l cannot', 'by', 'as yet devate assect portion of time to', 'on', 'them, learning the', 'because I must he', 'as', 'language. what portion is their due 6 is', 'ho', 'seems I am so slottful, so remifs in', 'm', 'every duty!', 'is', 'Nov.28th Bloomy, d amp weather has such a', 'H', ""deprefeing effect on the spirits. Husband's eyes"", 'w', 'are suffering. ln This dreamy land has dear', 'th', 'is wife & husband to each other. How dreamy', 'in', 'and lonely one would be should the other be', 'be', 'taken. yet that day must come to many', 'le', 'here, I thank my Sad I am not a mid no.', 'if such must forever be, a Father prepare', 'of', 'By', 'me for the', '88', 'h']"
199,"['185-2', 'see 20ml Princing cold meather. Have been', 'in am', 'unlondable minord for some days what can', 'be the medonially religious fulings are dead-', 'I live in daily mighet of duties a all sad', 'save me - let me not disgrace By name X', 'cause!', 'see 3rd l of aim would Tum, but l neglect du', 'This, and allow my mind to he filled', 'with the things of this life. I am constant', 'lig', 'complaining', 'at', 'out becoming any better.', 'my', 'Dec.5th Rabbath- morning. I almost my ""why', 'hast Jhon m ade me thus ? ?"" as if calling', 'my Creator to account. nling am I thus ?', 'is it not because it is best this to he?', 'Have I not the asamee that all thing', 'work together for my good: it is unbeling', 'then. I deubt the plain word of Pod, if Iam', 'indeed in Christifical ""love Sad."" So I love Sad', 'better than self- not till then is my', 'load removed my malady healed. Helly', ""Dee 6 th Missionary concert at Mr. Hobson's"", 'spirit come and touch my heart!', 'school', 'house. Mr. I. the choplain of the English church']"
200,"['appears to have a fine missimory &', 'n', 'Christian opirith. it is a privelege for', 'in', 'missionaries to unite the their pragers', 'a', 'in politioning for are great cause.', 'day', 'this sufficiency is Christ:', 'ither', 'Sec. 8th Me feel the sap in our mission-our', 'Ca', 'number now is Reven. is is indeed a prive be', 'lege As meet together in social worship.', 'm', 'committee appointed By the socuty of', 'hi', 'missionaries, met to-day to mahe an', 'Lo', 'mangements for spelling & alphabetising to', ""the Loops.'r am anthers to have some"", 'ca', 'massy paracetare systems for writing the', 'to', 'Toopid, which I can theach my girls. The', 'be', 'present opinion is that sounds can', 'the', 'be represented by one x two character.', 'in', 'or initials & finals, which I think', 'Ca', 'practicable', 'the', 'be 9th me find it necessary to walk eireum dre', 'spectly before these people in every thing.', 'l', 'The last wrong will have its influence', 'the', 'The sm allest a time must be weight', 'tal', 'and', 'where', 'right', 'x', 'wony', 'are', 'not', 'involved', 'at', 'are must ash curselves what effect 90 to']"
201,"['1852', 'will', 'this', 'have', 'upon', 'the', 'chinese', 'Ah', 'in how many things are so blindly ! it is', ""a comfort that am Sod's work doesnot"", 'that he rivious this : ariu with he mice', 'depend the purity of our hent & lines', 'convert the world.', 'bee. corting should the children of a king so', 'mourning', 'all', 'their', 'dags', 'especially', 'when', 'that', 'buy is the great king of hings an d Lord of', 'Lords. when all the riches of his stribularly', 'to them, why coild they starve. it is only be', 'cause they will not put forth their hand', 'to receiver a that my heart might believe', 'besilth After the children were through with', 'their this I', 'cateline evening save them', 'in my broken may a shat a cement of', 'Cain & Abil the uncheduced of cain. - and', 'the mundia of his brother. The teacher and chic', 'drew seemed quite interested in it.', 'I', 'should like to have them apart from', 'awhile', 'the', 'machin', 'inevery', 'day', 'awhile', 'l', 'could', 'talk more fruly with them, yet dane not', 'attempt is list their pounts shoul a', 'take fight and objicts']"
202,"['sec. 12th fland th Remon by ch applain Hobson', 'la', 'on the distriction of Terrisofurn, emming of', 'be', 'chicago, and the land of the world. Mr. Hi:', 'The', 'seems of excellent spirit to', 'to be a man', 'and otthoday in sentiment, with a rich', 'missionary heart.', 'ed', 'bee. 14 the How time flies! since my arrival 2nd', 'here I have been so priped with many', 'ed', 'things that I have not been able to do fus-', 'to', 'Tice to any By little, and little, very along', 'gt', 'I hope J am catching up. ln househerping', 'la', 'I', 'am so worried with the servants. How', 'an', 'am l to make them better. I sometimes,', 'think I rather', 'would do every thing my a', 'w', 'self and have no survants, if al could. That', 'R', 'is impossible here - and besides I', 'want', 'er', 'a part of my time for their heather! 6', 'th', 'Father give me wisdom to do and patience the', 'to betr!', 'al', 'Dec. 16th Even through l night begin to speak do', 'the language a little I find mispelf shrinking the', 'from the Hundressal talk would Are necessarily make the in', 'l', 'night', 'to', 'more', 'with', 'the', 'girlt', 'aswell', 'as my mighbas. phat use in knowing the 92', 'The']"
203,"['1852', 'language anley I use it-my time would he', 'better employed doing some thing else', 'than study realife I can for ee myself', 'to Balk.', 'About', 'giolelack', '-husband', 'notriture', 'ed,', 'I', 'sat', 'talking with the woman when', 'suddenly the house began to shake the sereon', 'ed out that?"" the boy', '""who\'s called ant to', 'to know what noise. it entired to', 'grow worse and I concluded it was am', 'earth quake. I told her never mind wait', 'awhile for I did not know the chinese', 'word. she was teribly finghant etspew', 'warse. the house rocked from north to', 'south like a slip an the sea the house', 'ereaked- one the walls trembled, and every', 'thing seemed in motion. knowing', 'the floor to be strong and the walls i', 'above weak l thought sufest to so', 'down stairs. and started I had not', 'mached the door of the room I sat', 'in when down came a', 'shut', 'of', 'plais', 'thing in my face. and soon the attendant Is artin', 'Than', 'almost', 'came', 'down.']"
204,"['down is ceased. I find some of the pan m', 'Ristion', 'walls', 'quite', 'cracked', 'I', 'richetty.', 'How', 'tu', 'easily', 'can', 'the', 'Sreat', 'Creator', 'shahe,', 'we', 'may', 'earth, & take us all hence even in the', 'remove the foundations of this our idea', 'thrinkling of am eye. :', 'by', 'Seef17. uhen fem old programmeting I hope be', 'is doing our hearts good. O that so may C. O', 'grow in christian lover and chairty, for', 'see', 'each M & commisticep for the', 'the', 'good of Rimms,', 'no', 'dec.18th while out on our usual walk this eve', 'to', 'any some one told as a public executional was', 'an', 'to take place at the parade ground. As we were', 'near it, something of', 'a Mr. C. wanted to see', 'the', 'the customers of the occasion, l went into Mr. sa', 'mights while the two sentlemen ment on he', 'to the ground Soon the proceficious of the man to', ""darins paped lor. n-'s Jene ded by the can his"", 'briest. Half an hour after it poped me head Je', 'distinetly a terrifie shouting from the ground', 'be', 'which provided to be at the Zime of excen In', 'tion.', 'C.', 'did', 'not', 'withich', 'the', 'execution', ',but', 'lit', 'saw the convict conducted', 'by', 'several', 'If', 'q 7']"
205,"['1852', 'men to the chief officer and then back', 'twenty yds. As the place of execution. He', 'was a robber C.said looked pullen of', 'dispair. He only had an the loose chinese', 'transus otherwise noked. He was killed', 'by strongul ation with a rope.', ""bec. 19th After hearing the girl's catchism"", 'C. and I went to too G ates Benny May sings', 'services. I rarely see more than two on', 'there women present to day there were', 'none. How are the minds of these female', 'to he impreped with gospel truth-how', 'are they to be approached?', 'The man executed last might still', 'remains on the ground sitting in the', 'same position tied the stake where', 'to be Dec died- him erando all of day people The officers another left', 'him then for and mmme to the', 'people to take him off tomorrow', 'see. 21st The spirit operates through the', 'Truth', 'is', 'it', 'wonder', 'then', 'that', 'I feel', 'so', '-', 'little', 'of', 'its', 'influences:', 'l know so little', 'of Bible Arnth yet call myself a teach']"
